 15.06  823.  .096 15.13  819.  .043 13.80  1210   .35
 10.80  1048  0.35 10.80  1240  0.75  9.50  1310  0.75
  15.2  1100  0.35
 1.915 6474.   .12 1.908 7412.   .23 1.927 6474.   .12
   26   20 1582  8187.   .000   .117   .000   .000    4
 118.7  105.  0.12 12.94  960.  1.68 14.19  874.  .022
 13.72  906.  .092 12.83  967.  1.68  16.6  1060  0.35
  12.3  1100  0.35  14.7  1160   .35  10.3  1270  0.40
 1.908 6500.   .19 1.895 7480.   .23 1.915 6500.   .19
   26   21 1689  8286.   .000   .068   .000   .000    4
 143.3  86.5  .048 103.3  122.  .054 117.2  106.  .052
 12.38  1009  0.88 13.25  955.  .050 278.0  44.6 .0022
  12.9  1160   .83  12.0  1260   .35   9.8  1550   .35
 1.895 6542.   .27 1.884 7575.   .24 1.908 6542.   .27
   26   22 1799  8384.   .000  .0301   .000   .000    4
 135.7  91.4  .035 117.2  108.  .067 102.4  109.  .115
 11.88  1040  0.65  8.98  1380  .123 12.22  1021  .031
  12.3  1150   .35  13.1  1130   .35  402.  30.8 .0058
 1.884 6582.   .34 1.876 7660.   .21 1.895 6582.   .34
   26   23 1950  8482.  .0199  .0947 -.0976  .0340    3
 132.8  93.5  0.16 263.8  47.0  0.16 11.80  1130  0.34
 11.45  1150  0.34  8.76  1430  0.19 12.39  1110  0.34
 11.01  1127  0.34  8.45  1468  0.19 1.868  6665  0.09
   26   24 2045  8580.  .0023  .0742 -.0877  .0352    3
 213.1  58.2  .052 10.65 1169.  0.39  8.06 1540.  0.10
  7.22 1720.  .040 11.02 1150.  0.39 8.270 1499.  0.10
 11.38 1130.  0.39 8.376 1480.  0.10 1.861 6690.  0.13
   26   25 8828    0.0-.00001 .02905 -.0091 .00019    3
 1.850 6702.  .794 1.867 6641.  .794 1.859 6670.  .794
 1.590 7798.  .156 1.509 8217.  .143 406.7 6670.  .000
 10.36 7782.  .156 10.55 7830.  .156 1.855 6702.  .794
   26   26 9278    0.0 -.0001 .01270 -.0026 -.0008    2
 1.780 6966.  .416 1.50  8266.  .079 1.420 8731.  .029
 1.390 8920.  .027 9.600 8266.  .079
   28    1 7.64   860.   .000   .000   .000   2.29    1
 2982.  4.16  0.25 3415.  3.62  0.23
   28    2 18.2   895.   .000   .113   .000   .000    1
 1810.  6.85  2.80 1460.  8.50  1.50
   28    3 35.2   930.  122.6  -92.2 -326.0  333.2    1
  870.  14.3  4.50
   28    4 54.9   965.  44.02  60.92 -286.3  197.2    1
  2200  5.60  0.20  2000  6.20  0.35  1950  6.50  0.10
   28    5 75.5  1000.  20.54  54.28 -162.9  97.28    1
  431.  28.6  3.30
   28    6 108.  1036.  7.257  47.04 -112.6  65.03    1
  261.  47.5  2.40
   28    7 133.  1072.  3.075  37.95 -77.42  39.17    1
  213.  58.2  2.00
   28    8 162.  1108.   .000   2.29   .000   .000    1
  151.  82.0  0.70  167.  74.0  0.70  174.  71.3  1.40
   28    9 193.  1143.   .000   1.22   .000   .000    2
  155.  79.5  1.80
  167.  74.0                          104.  119.  0.55
   28   10 255.  1178.   .000   .318   .000   .000    2
 158.4  78.2  0.45 144.6  85.6  0.66
 91.65  135.  0.50 74.20  167.  0.20
   28   11 321.  1214.  .0097  5.788 -7.077  2.255    2
 148.4  83.6  3.25 62.73  197.  0.98 77.34  160.  0.34
 78.72  157.  0.19
   28   12 352.  1253.  1.080 -.8563  2.840 -2.412    2
 153.0  81.0  1.70 310.0  40.0  .025 60.02  206.  1.02
  71.4  173.  0.22
   28   13 384.  1293.  1.038 -1.926  4.319 -2.954    2
 157.7  78.2  1.20 303.3  40.9  0.42 56.39  210.  .145
 66.65  186.  0.22
   28   14 430.  1334.   .000   .365   .000   .000    2
 169.7  72.9  1.23 316.5  39.1  .099
  56.6  223.  .097
   28   15 464.  1375.   .000   .219   .000   .000    2
 179.3  69.1  1.30 319.0  38.8  0.17 50.16  247.  2.90
 59.58  208.  .038  54.0  311.  0.25  46.6  350.   .75
   28   16 499.  1416.   .000   .098   .000   .000    3
                   257.0  48.2  0.72 194.0  63.8  0.67
                    55.7  223.  .052
 47.77  259.  1.50 59.22  257.
   28   17 571.  1458.  .1292  .0296 -.0738  .0301    4
 249.2  49.8  0.74 42.86  288.  0.54 52.22  287.  0.54
 57.58  204.  0.32 47.66  310.  0.59 33.30  382.  2.10
  12.4  1000  4.20  12.4  1000  2.40 200.5  112.  0.60
  318.  38.9 .0110
   28   18 608.  1500.  .5665  .0156 -.0290  .0107    4
 292.0  42.4  .366 41.02  302.  0.25 51.04  285.  0.25
 44.09  323.  0.25 52.67  332.  0.25 29.80  415.  .068
 32.19  426.  .068 37.20  430.  .068 14.10  880.  1.80
  12.5  1010  3.00                   223.8  97.7  .366
   28   19 1546  9275.  .0828  .0568  .7727 -.6640    4
 14.03  883.  .08  13.77  898.  .06  12.8   967.  .024
 12.42  998.  2.40 12.64  981.  0.92 10.42  1190  .024
 10.10  1230  0.75 11.53  1070  0.37   9.0  1370  0.70
   8.1  1530  0.30   8.3  1490  0.36
   28   20 1648  9381.  .2869 -1.118  2.528 -1.486    3
  95.8  129.  .055 11.97  1030  1.68 11.84  1050  0.83
 12.16  1020  0.37 13.24  934.  0.11  13.1  973.  0.35
  10.4  1380  0.35  12.5  1080   .35  10.4  1380  1.40
   28   21 1756  9488.  .2839 -1.168  2.449 -1.424    3
  100.  124.  .093   9.8  1260  0.98   9.2  1350  0.52
 13.40  925.  .099 12.66  979.  .041   9.3  1460   .35
   8.6  1290  0.35   8.3  1493  0.35   7.3  1698  0.85
   28   22 1894  9595.   .000   .095   .000   .000    3
  106.  117.  0.11  9.85  1260  1.60  11.0  1120  0.02
  11.7  1120  .090  9.65  1260  1.60  12.0  1280  0.35
  9.25  1330   .35  10.7  1400   .35   8.3  1550   .40
   28   23 2011  9702.   .000   .057   .000   .000    3
  125.  99.1  .046  97.2  127.  .048  108.  115.  .048
  9.60  1260  0.87  10.7  1150  .049  245.  50.1 .0022
  10.6  1390   .35   9.5  1510   .35  7.15  1780   .35
   28   24 2131  9808.   .000   .026   .000   .000    3
 124.5  99.6  .029  107.  116.  .016  92.5  122.  .087
  10.0  1240  0.66  7.57  1640  .122  10.4  1190  .019
  10.3  1370   .35  11.1  1340   .35  388.  32.0 .0043
   28   25 2295  9914.  .0188  .0705 -.0679  .0219    3
 122.7  102.  0.14 239.3  51.8  0.14  10.0  1324  0.54
  9.75  1350  0.75  7.25  1750  0.19  10.2  1300  .006
  9.38  1360  0.32  7.36  1725  0.19 1.623  7640  0.11
   28   26 2399 10020. .00809 .03419 -.0317 .00998    3
 188.4  65.8  .050  9.20  1350  .383  7.10  1748  0.11
  6.39  1940  .040  9.52  1350  .383  7.10  1800  0.11
  9.70  1320  .383  7.16  1780  0.11 1.618  7660  0.16
   28   2710250    0.0-.00019 .02567 -.0084 .00042    3
 1.587 7813.  .797 1.603 7735.  .797 1.588 7808.  .797
 1.360 9117.  .156 1.280 9687.  .142 170.0 7808.  .000
 9.20  9072.  .156 9.25  9069.  .156 1.588 7813.  .797
   28   2810750    0.0 -.0001 .01095 -.0022 -.0007    2
  1.53 8266.  .416  1.29 9611.  .079  1.2210163.  .029
  1.2010333.  .027  8.22 9611.  .079
  0.1202E+05  0.1951E-03  0.0000E+00  0.9437E-04  0.9437E-04  0.0000E+00  0.1661E+00
  0.1082E+05  0.2103E-03  0.0000E+00  0.1012E-03  0.1012E-03  0.0000E+00  0.1793E+00
  0.9738E+04  0.2269E-03  0.0000E+00  0.1085E-03  0.1085E-03  0.0000E+00  0.1934E+00
  0.8765E+04  0.2447E-03  0.0000E+00  0.1164E-03  0.1164E-03  0.0000E+00  0.2086E+00
  0.7888E+04  0.2637E-03  0.0000E+00  0.1248E-03  0.1248E-03  0.0000E+00  0.2249E+00
  0.7099E+04  0.2842E-03  0.0000E+00  0.1337E-03  0.1337E-03  0.0000E+00  0.2423E+00
  0.6389E+04  0.3061E-03  0.0000E+00  0.1432E-03  0.1432E-03  0.0000E+00  0.2610E+00
  0.5750E+04  0.3295E-03  0.0000E+00  0.1534E-03  0.1534E-03  0.0000E+00  0.2810E+00
  0.5175E+04  0.3546E-03  0.0000E+00  0.1642E-03  0.1642E-03  0.0000E+00  0.3025E+00
  0.4658E+04  0.3815E-03  0.0000E+00  0.1757E-03  0.1757E-03  0.0000E+00  0.3255E+00
  0.4192E+04  0.4103E-03  0.0000E+00  0.1880E-03  0.1880E-03  0.0000E+00  0.3501E+00


